Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,PLOdds,OpenOU,OpenOdds,CloseOU,CloseOdds
1104,24,H,SeattleKraken,1,1,3,5,-160,-190,-1.5,125,5.5,-110,5.5,-110
1104,25,V,St.Louis,1,3,1,5,-130,-109,-1.5,205,5.5,-115,5.5,-125
1104,26,H,SanJose,2,1,0,3,110,-101,1.5,-235,5.5,-105,5.5,105
1105,27,V,Chicago,0,0,1,1,140,133,1.5,-175,6,105,6,-115
1105,28,H,Winnipeg,2,2,1,5,-165,-146,-1.5,155,6,-125,6,-105
1105,29,V,NYRangers,1,3,1,5,135,145,1.5,-165,6,-110,6,-120
1105,30,H,Edmonton,1,1,3,6,-160,-160,-1.5,145,6,-110,6,100
1105,31,V,Arizona,0,0,1,1,130,153,1.5,-175,5.5,105,5.5,120
1105,32,H,Anaheim,2,1,0,3,-150,-168,-1.5,155,5.5,-125,5.5,-140
1105,33,V,Nashville,1,2,0,3,-105,120,1.5,-220,5.5,-110,5.5,-105
1105,34,H,Vancouver,1,1,0,2,-115,-130,-1.5,195,5.5,-110,5.5,-115
1105,35,V,NewJersey,0,0,2,2,100,110,1.5,-215,5.5,100,5.5,-115
1105,36,H,LosAngeles,0,1,1,3,-120,-120,-1.5,190,5.5,-120,5.5,-105
1106,37,V,TampaBay,1,1,3,5,-190,-150,-1.5,155,6.5,105,6,-115
1106,38,H,Ottawa,0,2,1,3,160,135,1.5,-175,6.5,-125,6,-105
1106,39,V,Carolina,0,2,0,2,110,109,1.5,-215,6.5,100,6,-110
1106,40,H,Florida,4,0,1,5,-130,-119,-1.5,190,6.5,-120,6,-110
1106,41,V,Boston,1,0,1,2,115,118,1.5,-210,6,100,5.5,-110
1106,42,H,Toronto,1,2,2,5,-135,-128,-1.5,185,6,-120,5.5,-110
1106,43,V,Colorado,1,1,0,2,-160,-170,-1.5,155,6,100,5.5,100
1106,44,H,Columbus,1,0,3,4,135,155,1.5,-175,6,-120,5.5,-120
1106,45,V,Detroit,1,0,2,4,-105,-105,-1.5,250,6,100,5.5,110
1106,46,H,Buffalo,0,2,1,3,-115,-105,1.5,-300,6,-120,5.5,-130
1106,47,V,Vegas,0,3,2,5,-115,-104,1.5,-250,5.5,-110,5.5,100
1106,48,H,Montreal,2,0,0,2,-105,-106,-1.5,220,5.5,-110,5.5,-120
1106,49,V,Minnesota,1,1,2,5,-105,106,1.5,-230,6,-110,5.5,-125
1106,50,H,Pittsburgh,2,1,1,4,-115,-116,-1.5,200,6,-110,5.5,105
1106,51,V,Philadelphia,0,2,0,2,130,145,1.5,-170,5.5,-120,6,-115
1106,52,H,Washington,0,0,1,1,-150,-160,-1.5,150,5.5,100,6,-105
1106,53,V,NYIslanders,1,0,1,2,-105,-129,-1.5,195,6,100,5.5,-115
1106,54,H,Winnipeg,0,0,0,0,-115,119,1.5,-220,6,-120,5.5,-105
1106,55,V,SeattleKraken,3,0,1,4,-160,-200,-1.5,130,5.5,-110,5.5,110
1106,56,H,Arizona,1,1,3,5,135,180,1.5,-150,5.5,-110,5.5,-130
1106,57,V,NYRangers,0,0,0,0,120,135,1.5,-180,5.5,-110,5.5,105
1106,58,H,Calgary,1,2,3,6,-140,-150,-1.5,160,5.5,-110,5.5,-125
1106,59,V,NewJersey,0,1,1,3,120,115,1.5,-210,5.5,-120,5.5,-110
1106,60,H,SanJose,0,1,1,2,-140,-125,-1.5,185,5.5,100,5.5,-110
1107,61,V,Vegas,1,0,1,2,-135,-105,-1.5,220,5.5,-110,5.5,-115
1107,62,H,Detroit,3,1,1,5,115,-105,1.5,-250,5.5,-110,5.5,-105
1107,63,V,Nashville,0,1,0,1,-110,-109,1.5,-300,5.5,-120,5.5,-120
1107,64,H,Chicago,0,1,0,2,-110,-101,-1.5,250,5.5,100,5.5,100
1107,65,V,St.Louis,1,0,0,1,-170,-150,-1.5,165,5.5,100,5.5,-105
1107,66,H,Anaheim,0,1,3,4,145,135,1.5,-185,5.5,-120,5.5,-115
1107,67,V,NYIslanders,1,1,0,2,105,-105,1.5,-260,5.5,100,5.5,-110
1107,68,H,Minnesota,0,1,4,5,-125,-105,-1.5,230,5.5,-120,5.5,-110
1107,69,V,Dallas,1,1,1,3,-105,-110,-1.5,230,5.5,100,5.5,100
1107,70,H,Vancouver,0,4,2,6,-115,100,1.5,-260,5.5,-120,5.5,-120
1108,1,V,Florida,0,0,3,3,-115,-116,-1.5,195,5.5,-115,5.5,-125
1108,2,H,NYRangers,2,2,0,4,-105,106,1.5,-220,5.5,-105,5.5,105
1108,3,V,Buffalo,0,1,2,3,210,215,1.5,-115,5.5,-130,5.5,-125
1108,4,H,Washington,1,2,2,5,-260,-245,-1.5,-105,5.5,110,5.5,105
1108,5,V,LosAngeles,2,1,2,5,190,220,1.5,-115,5.5,-125,5.5,-130
1108,6,H,Toronto,0,1,0,1,-235,-250,-1.5,-105,5.5,105,5.5,110
1109,7,V,Carolina,0,0,1,2,110,110,1.5,-210,5.5,-110,5.5,-105
1109,8,H,TampaBay,0,1,0,1,-130,-120,-1.5,185,5.5,-110,5.5,-115
1109,9,V,LosAngeles,0,1,1,3,115,135,1.5,-190,5.5,100,5.5,-105
1109,10,H,Montreal,1,0,1,2,-135,-150,-1.5,170,5.5,-120,5.5,-115
1109,11,V,Ottawa,1,1,0,2,230,250,1.5,105,5.5,-120,5.5,-125
1109,12,H,Boston,0,3,0,3,-280,-290,-1.5,-125,5.5,100,5.5,105
1109,13,V,Florida,1,2,0,3,-145,-145,-1.5,160,6,-115,6,-105
1109,14,H,NewJersey,2,2,3,7,125,132,1.5,-180,6,-105,6,-115
1109,15,V,Edmonton,0,1,1,2,-180,-160,-1.5,155,6,-115,6.5,105
1109,16,H,Detroit,1,2,1,4,150,145,1.5,-175,6,-105,6.5,-125
1109,17,V,St.Louis,1,0,1,3,-115,110,1.5,-240,6,-105,5.5,-125
1109,18,H,Winnipeg,0,1,1,2,-105,-120,-1.5,210,6,-115,5.5,105
1109,19,V,Pittsburgh,0,0,2,2,-125,-135,-1.5,185,6,-115,6,-110
1109,20,H,Chicago,0,2,0,3,105,125,1.5,-210,6,-105,6,-110
1109,21,V,SanJose,0,1,3,4,150,200,1.5,-130,5.5,-110,5.5,-105
1109,22,H,Calgary,0,1,0,1,-180,-220,-1.5,110,5.5,-110,5.5,-115
1109,23,V,SeattleKraken,1,1,0,2,115,106,1.5,-220,5.5,-115,5.5,-110
1109,24,H,Vegas,1,1,2,4,-135,-116,-1.5,195,5.5,-105,5.5,-110
1109,25,V,Anaheim,1,0,1,3,130,135,1.5,-180,5.5,100,5.5,-110
1109,26,H,Vancouver,0,0,2,2,-150,-150,-1.5,160,5.5,-120,5.5,-110
1110,27,V,Toronto,0,1,2,3,-125,-120,-1.5,190,6,-110,6,-110
1110,28,H,Philadelphia,0,0,0,0,105,110,1.5,-215,6,-110,6,-110
1110,29,V,Nashville,1,2,1,4,125,132,1.5,-210,5.5,-115,5.5,120
1110,30,H,Dallas,0,1,1,2,-145,-145,-1.5,185,5.5,-105,5.5,-140
1110,31,V,Minnesota,2,3,0,5,-200,-210,-1.5,120,5.5,-125,5.5,-130
1110,32,H,Arizona,1,0,1,2,170,190,1.5,-140,5.5,105,5.5,110
1111,33,V,Florida,1,0,1,2,-120,-128,-1.5,190,6,-110,6,-110
1111,34,H,Pittsburgh,1,1,0,3,100,118,1.5,-215,6,-110,6,-110
1111,35,V,LosAngeles,0,1,1,2,-110,-113,-1.5,205,5.5,-115,5.5,-115
1111,36,H,Ottawa,0,0,0,0,-110,103,1.5,-235,5.5,-105,5.5,-105
1111,37,V,NYIslanders,0,0,0,0,-130,-129,-1.5,195,5.5,-110,5.5,-115
1111,38,H,NewJersey,1,1,2,4,110,119,1.5,-220,5.5,-110,5.5,-105
1111,39,V,Calgary,2,0,0,2,-120,-130,-1.5,185,5.5,-110,5.5,100
1111,40,H,Montreal,1,1,2,4,100,120,1.5,-210,5.5,-110,5.5,-120
1111,41,V,Edmonton,1,1,3,5,110,127,1.5,-190,6.5,100,6,-115
1111,42,H,Boston,1,2,0,3,-130,-137,-1.5,170,6.5,-120,6,-105
1111,43,V,Washington,2,0,0,2,-130,-125,-1.5,190,6,-110,6,-105
1111,44,H,Detroit,0,0,0,0,110,115,1.5,-215,6,-110,6,-115
1111,45,V,SanJose,1,0,0,1,135,165,1.5,-150,5.5,-120,5.5,-110
1111,46,H,Winnipeg,1,2,1,4,-160,-185,-1.5,130,5.5,100,5.5,-110
1111,47,V,Nashville,0,2,1,4,130,166,1.5,-155,5.5,-110,5.5,-110
1111,48,H,St.Louis,2,0,1,3,-150,-186,-1.5,135,5.5,-110,5.5,-110
1111,49,V,Vancouver,0,0,1,1,160,170,1.5,-150,5.5,-120,5.5,-120
1111,50,H,Colorado,3,3,1,7,-190,-190,-1.5,130,5.5,100,5.5,100
1111,51,V,Minnesota,0,0,2,2,-110,-123,-1.5,220,5.5,-110,5.5,-120
1111,52,H,Vegas,2,1,0,3,-110,113,1.5,-250,5.5,-110,5.5,100
1111,53,V,Anaheim,1,3,3,7,130,150,1.5,-165,5.5,100,5.5,105
1111,54,H,SeattleKraken,0,2,2,4,-150,-165,-1.5,145,5.5,-120,5.5,-125
1112,55,V,Washington,1,2,1,4,-140,-128,-1.5,180,5.5,-110,5.5,-115
1112,56,H,Columbus,1,2,0,3,120,118,1.5,-205,5.5,-110,5.5,-105
1112,57,V,Edmonton,0,2,0,2,-170,-170,-1.5,140,6,100,6,-120
1112,58,H,Buffalo,0,3,0,3,145,155,1.5,-160,6,-120,6,100
1112,59,V,Calgary,0,0,1,1,130,165,1.5,-160,5.5,-125,5.5,-115
1112,60,H,Toronto,0,0,1,2,-150,-185,-1.5,140,5.5,105,5.5,-105
1112,61,V,Philadelphia,0,0,2,2,145,158,1.5,-155,5.5,-125,6,-105
1112,62,H,Carolina,0,1,0,1,-170,-176,-1.5,135,5.5,105,6,-115
1112,63,V,Arizona,0,0,1,1,150,190,1.5,-135,5.5,-105,5.5,-105
1112,64,H,Chicago,0,1,1,2,-180,-210,-1.5,115,5.5,-115,5.5,-115
1113,1,V,Boston,1,2,2,5,-130,-150,-1.5,170,5.5,100,5.5,-105
1113,2,H,NewJersey,0,2,0,2,110,135,1.5,-190,5.5,-120,5.5,-115
1113,3,V,Florida,0,2,0,2,105,100,1.5,-230,6,105,5.5,-120
1113,4,H,TampaBay,1,1,0,3,-125,-110,-1.5,200,6,-125,5.5,100
1113,5,V,Pittsburgh,0,0,3,3,-140,-140,-1.5,175,6,100,5.5,-120
1113,6,H,Ottawa,0,4,2,6,120,130,1.5,-200,6,-120,5.5,100
1113,7,V,Montreal,1,0,1,2,-105,105,1.5,-250,5.5,100,5.5,-105
1113,8,H,Detroit,0,2,0,3,-115,-115,-1.5,220,5.5,-120,5.5,-115
1113,9,V,NYRangers,1,3,1,5,-125,-133,-1.5,185,5.5,-105,5.5,105
1113,10,H,Columbus,1,1,1,3,105,123,1.5,-210,5.5,-115,5.5,-125
1113,11,V,LosAngeles,1,1,0,2,145,155,1.5,-175,5.5,-105,5.5,-105
1113,12,H,Winnipeg,1,0,1,3,-170,-170,-1.5,155,5.5,-115,5.5,-115
1113,13,V,Toronto,1,2,2,5,-185,-190,-1.5,130,6,100,6,-110
1113,14,H,Buffalo,1,1,2,4,155,170,1.5,-150,6,-120,6,-110
1113,15,V,St.Louis,0,1,1,2,120,124,1.5,-205,5.5,-115,5.5,-130
1113,16,H,Carolina,1,1,1,3,-140,-134,-1.5,180,5.5,-105,5.5,110
1113,17,V,Arizona,0,0,1,1,235,240,1.5,NL,5.5,105,5.5,110
1113,18,H,Nashville,2,1,1,4,-290,-270,-1.5,NL,5.5,-125,5.5,-130
1113,19,V,Philadelphia,0,1,1,2,125,139,1.5,-190,5.5,100,5.5,-105
1113,20,H,Dallas,1,2,2,5,-145,-154,-1.5,170,5.5,-120,5.5,-115
1113,21,V,SanJose,1,0,1,2,175,200,1.5,-130,6,100,6,-105
1113,22,H,Colorado,2,2,2,6,-210,-220,-1.5,110,6,-120,6,-115
1113,23,V,Vancouver,2,1,1,4,125,139,1.5,-185,5.5,100,5.5,-125
1113,24,H,Vegas,1,2,4,7,-145,-154,-1.5,165,5.5,-120,5.5,105
1113,25,V,Minnesota,1,2,1,4,-115,-114,-1.5,200,5.5,-110,5.5,-115
1113,26,H,SeattleKraken,0,0,2,2,-105,104,1.5,-230,5.5,-110,5.5,-105
1114,27,V,Calgary,1,2,1,4,-180,-190,-1.5,135,5.5,-120,5.5,-110
1114,28,H,Ottawa,0,0,0,0,150,170,1.5,-155,5.5,100,5.5,-110
1114,29,V,NewJersey,1,1,1,3,130,125,1.5,-190,6,100,5.5,-110
1114,30,H,NYRangers,0,2,1,4,-150,-135,-1.5,170,6,-120,5.5,-110
1114,31,V,Edmonton,1,3,1,5,-105,-113,-1.5,220,6,-115,6,-120
1114,32,H,St.Louis,1,1,2,4,-105,103,1.5,-250,6,-105,6,100
1114,33,V,Montreal,1,1,0,2,175,215,1.5,-125,5.5,-110,5.5,-110
1114,34,H,Boston,0,1,4,5,-210,-245,-1.5,105,5.5,-110,5.5,-110
1114,35,V,Pittsburgh,1,0,0,1,145,115,1.5,-200,6,-110,6,-105
1114,36,H,Washington,2,2,2,6,-170,-125,-1.5,175,6,-110,6,-115
1114,37,V,Vancouver,1,0,0,1,105,125,1.5,-205,5.5,-105,5.5,-115
1114,38,H,Anaheim,1,2,2,5,-125,-135,-1.5,180,5.5,-115,5.5,-105
1115,39,V,NYIslanders,1,0,0,1,120,120,1.5,-210,5.5,105,5.5,115
1115,40,H,TampaBay,2,0,2,4,-140,-130,-1.5,185,5.5,-125,5.5,-135
1115,41,V,Detroit,1,1,1,3,110,114,1.5,-215,5.5,-105,5.5,-105
1115,42,H,Columbus,0,2,3,5,-130,-124,-1.5,190,5.5,-115,5.5,-115
1116,43,V,Montreal,0,1,1,2,125,170,1.5,-150,5.5,-120,5.5,-110
1116,44,H,NYRangers,1,1,1,3,-145,-190,-1.5,130,5.5,100,5.5,-110
1116,45,V,Nashville,0,0,0,0,160,180,1.5,-145,6,100,5.5,-110
1116,46,H,Toronto,1,0,2,3,-190,-200,-1.5,125,6,-120,5.5,-110
1116,49,V,NYIslanders,0,1,0,1,135,159,1.5,-160,5.5,-110,5.5,-120
1116,50,H,Florida,4,1,1,6,-160,-178,-1.5,140,5.5,-110,5.5,100
1116,51,V,Buffalo,0,2,0,2,185,210,1.5,-120,6,100,6,100
1116,52,H,Pittsburgh,0,0,1,1,-225,-240,-1.5,100,6,-120,6,-120
1116,53,V,Calgary,1,0,0,1,-120,-108,-1.5,215,5.5,-110,5.5,-105
1116,54,H,Philadelphia,0,1,0,2,100,-102,1.5,-245,5.5,-110,5.5,-115
1116,55,V,Edmonton,0,0,2,2,-110,-105,1.5,-240,6,-110,6.5,100
1116,56,H,Winnipeg,1,3,1,5,-110,-105,-1.5,210,6,-110,6.5,-120
1116,57,V,SanJose,2,1,1,4,160,155,1.5,-155,5.5,-120,5.5,-120
1116,58,H,Minnesota,0,1,0,1,-190,-170,-1.5,135,5.5,100,5.5,100
1116,59,V,Arizona,1,1,1,3,240,270,1.5,110,5.5,-120,5.5,-115
1116,60,H,St.Louis,1,1,0,2,-300,-310,-1.5,-130,5.5,100,5.5,-105
1116,61,V,Detroit,0,2,0,2,150,165,1.5,-150,5.5,-110,5.5,110
1116,62,H,Dallas,1,2,2,5,-180,-185,-1.5,130,5.5,-110,5.5,-130
1116,63,V,Washington,0,0,2,2,-150,-120,-1.5,205,5.5,-120,6,105
1116,64,H,Anaheim,1,0,1,3,130,110,1.5,-235,5.5,100,6,-125
1116,65,V,Carolina,2,0,2,4,-125,-135,-1.5,170,5.5,-110,6,-105
1116,66,H,Vegas,0,2,0,2,105,125,1.5,-190,5.5,-110,6,-115
1117,67,V,Colorado,1,0,3,4,-170,-155,-1.5,160,6,100,6,-110
1117,68,H,Vancouver,0,1,1,2,145,140,1.5,-180,6,-120,6,-110
1117,69,V,Chicago,1,1,2,4,120,135,1.5,-200,6,-105,5.5,-125
1117,70,H,SeattleKraken,0,0,2,2,-140,-150,-1.5,175,6,-115,5.5,105
1117,71,V,Washington,0,0,2,2,-130,-102,1.5,-260,5.5,-125,5.5,105
1117,72,H,LosAngeles,0,0,0,0,110,-108,-1.5,230,5.5,105,5.5,-125
1118,1,V,NYRangers,0,0,1,1,135,150,1.5,-170,6,-110,5.5,-105
1118,2,H,Toronto,1,1,0,2,-160,-165,-1.5,150,6,-110,5.5,-115
1118,3,V,NewJersey,1,0,0,1,165,161,1.5,-140,6,-105,6,-120
1118,4,H,Florida,1,3,0,4,-195,-181,-1.5,120,6,-115,6,100
1118,5,V,Pittsburgh,3,2,1,6,-135,-146,-1.5,170,5.5,-120,5.5,-115
1118,6,H,Montreal,0,0,0,0,115,133,1.5,-190,5.5,100,5.5,-105
1118,9,V,TampaBay,0,2,1,4,-130,-125,-1.5,200,6,100,5.5,-105
1118,10,H,Philadelphia,2,0,1,3,110,115,1.5,-230,6,-120,5.5,-115
1118,11,V,Calgary,1,4,0,5,-170,-174,-1.5,150,5.5,-120,5.5,100
1118,12,H,Buffalo,0,0,0,0,145,157,1.5,-170,5.5,100,5.5,-120
1118,13,V,SanJose,0,1,0,1,145,133,1.5,-170,6,-105,6,-105
1118,14,H,St.Louis,1,2,1,4,-170,-146,-1.5,150,6,-115,6,-115
1118,15,V,Dallas,0,0,2,2,140,125,1.5,-205,5.5,-120,5.5,-105
1118,16,H,Minnesota,2,1,4,7,-165,-135,-1.5,180,5.5,100,5.5,-115
1118,17,V,Columbus,1,2,1,5,-160,-156,-1.5,160,5.5,-110,5.5,105
1118,18,H,Arizona,1,2,1,4,135,141,1.5,-180,5.5,-110,5.5,-125
1118,19,V,Winnipeg,0,0,1,1,105,135,1.5,-180,6,-110,6,-125
1118,20,H,Edmonton,0,0,1,2,-125,-150,-1.5,160,6,-110,6,105
1118,21,V,Carolina,1,0,1,2,-145,-150,-1.5,170,5.5,-110,5.5,-110
1118,22,H,Anaheim,1,0,0,1,125,135,1.5,-190,5.5,-110,5.5,-110
1118,23,V,Detroit,0,1,1,2,145,136,1.5,-180,5.5,-120,5.5,-105
1118,24,H,Vegas,0,4,1,5,-170,-151,-1.5,160,5.5,100,5.5,-115
1119,25,V,Winnipeg,0,1,1,2,-120,100,-1.5,220,6,-105,6,-105
1119,26,H,Vancouver,1,2,0,3,100,-110,1.5,-250,6,-115,6,-115
1119,27,V,Colorado,2,4,1,7,-170,-142,-1.5,165,6.5,-105,5.5,-120
1119,28,H,SeattleKraken,0,0,3,3,145,131,1.5,-185,6.5,-115,5.5,100
1120,31,V,NewJersey,1,0,4,5,170,180,1.5,-140,5.5,-120,5.5,-110
1120,32,H,TampaBay,2,1,0,3,-200,-200,-1.5,120,5.5,100,5.5,-110
1120,33,V,Carolina,2,3,0,5,-150,-150,-1.5,170,5.5,-120,5.5,100
1120,34,H,LosAngeles,2,2,0,4,130,135,1.5,-190,5.5,100,5.5,-120
1120,35,V,Minnesota,0,1,3,4,115,132,1.5,-180,5.5,-115,6,-105
1120,36,H,Florida,1,2,2,5,-135,-145,-1.5,160,5.5,-105,6,-115
1120,37,V,Nashville,0,0,3,3,-110,-116,-1.5,230,5.5,-110,5.5,-105
1120,38,H,Montreal,1,4,1,6,-110,106,1.5,-260,5.5,-110,5.5,-115
1120,39,V,Pittsburgh,2,0,0,2,145,140,1.5,-170,6,-110,5.5,-120
1120,40,H,Toronto,0,0,0,0,-170,-155,-1.5,150,6,-110,5.5,100
1120,41,V,Calgary,2,1,2,5,110,-122,-1.5,220,5.5,-105,5.5,100
1120,42,H,NYIslanders,1,0,1,2,-130,112,1.5,-250,5.5,-115,5.5,-120
1120,43,V,Boston,1,2,2,5,-125,-140,-1.5,175,6,-105,5.5,-120
1120,44,H,Philadelphia,0,2,0,2,105,130,1.5,-200,6,-115,5.5,100
1120,45,V,Detroit,1,0,0,1,-130,-135,-1.5,180,5.5,-110,5.5,110
1120,46,H,Arizona,0,0,1,2,110,125,1.5,-205,5.5,-110,5.5,-130
1120,47,V,St.Louis,0,1,0,1,105,108,1.5,-220,6,100,5.5,-115
1120,48,H,Dallas,0,2,2,4,-125,-118,-1.5,195,6,-120,5.5,-105
1120,49,V,Columbus,2,0,0,2,130,130,1.5,-205,6,100,6,-110
1120,50,H,Vegas,0,1,2,3,-150,-140,-1.5,180,6,-120,6,-110
1120,51,V,Chicago,1,0,1,2,165,185,1.5,-135,6,-115,6.5,-120
1120,52,H,Edmonton,4,0,1,5,-195,-205,-1.5,115,6,-105,6.5,100
1120,53,V,Washington,2,0,2,4,-130,-128,-1.5,175,6.5,-105,6,100
1120,54,H,SanJose,0,0,0,0,110,118,1.5,-200,6.5,-115,6,-120
1121,55,V,Minnesota,1,1,2,4,130,110,1.5,-210,5.5,-115,6,-120
1121,56,H,TampaBay,2,1,1,5,-150,-120,-1.5,185,5.5,-105,6,100
1121,57,V,Buffalo,1,3,0,4,180,210,1.5,-120,6,100,5.5,-135
1121,58,H,NYRangers,1,3,1,5,-220,-240,-1.5,100,6,-120,5.5,115
1121,59,V,Calgary,1,1,2,4,145,152,1.5,-165,5.5,-115,5.5,100
1121,60,H,Boston,0,0,0,0,-170,-167,-1.5,145,5.5,-105,5.5,-120
1121,61,V,Toronto,1,0,2,3,100,-122,-1.5,200,5.5,-115,5.5,-115
1121,62,H,NYIslanders,0,0,0,0,-120,112,1.5,-230,5.5,-105,5.5,-105
1121,63,V,Chicago,0,0,1,1,120,125,1.5,-200,6,-110,5.5,-120
1121,64,H,Vancouver,0,0,0,0,-140,-135,-1.5,175,6,-110,5.5,100
1121,65,V,Washington,1,0,1,2,-130,-114,-1.5,220,5.5,-120,5.5,-120
1121,66,H,SeattleKraken,1,3,1,5,110,104,1.5,-250,5.5,100,5.5,100
1121,67,V,Arizona,0,0,1,2,180,210,1.5,-125,5.5,100,5.5,105
1121,68,H,LosAngeles,0,1,0,1,-220,-240,-1.5,105,5.5,-120,5.5,-125
1122,1,V,Columbus,2,3,2,7,-115,-122,-1.5,200,5.5,-115,5.5,-125
1122,2,H,Buffalo,2,2,0,4,-105,112,1.5,-230,5.5,-105,5.5,105
1122,3,V,Vegas,2,0,0,2,100,132,1.5,-190,5.5,-115,5.5,-125
1122,4,H,St.Louis,3,1,1,5,-120,-145,-1.5,170,5.5,-105,5.5,105
1122,5,V,Anaheim,0,1,1,2,115,125,1.5,-205,5.5,-105,5.5,105
1122,6,H,Nashville,1,1,1,3,-135,-135,-1.5,180,5.5,-115,5.5,-125
1122,7,V,Ottawa,2,1,2,5,285,270,1.5,110,6,-120,6,-105
1122,8,H,Colorado,2,1,4,7,-355,-310,-1.5,-130,6,100,6,-115
1122,9,V,Pittsburgh,0,1,2,3,-105,103,1.5,-245,5.5,-115,5.5,-105
1122,10,H,Winnipeg,1,0,0,1,-115,-113,-1.5,215,5.5,-105,5.5,-115
1122,11,V,Carolina,0,1,0,1,-130,-150,-1.5,165,5.5,-120,5.5,-130
1122,12,H,SanJose,0,0,1,2,110,135,1.5,-185,5.5,100,5.5,110
1123,13,V,Philadelphia,0,0,0,0,120,155,1.5,-160,5.5,-110,5.5,-105
1123,14,H,TampaBay,1,2,1,4,-140,-170,-1.5,140,5.5,-110,5.5,-115
1123,15,V,Edmonton,0,1,0,1,-105,100,1.5,-240,5.5,-120,6,-115
1123,16,H,Dallas,2,1,1,4,-115,-110,-1.5,210,5.5,100,6,-105
1123,17,V,Chicago,1,1,0,2,155,195,1.5,-135,5.5,-115,5.5,105
1123,18,H,Calgary,2,0,3,5,-185,-215,-1.5,115,5.5,-105,5.5,-125
1124,19,V,Montreal,1,1,1,3,165,170,1.5,-145,6,-110,6,100
1124,20,H,Washington,3,1,2,6,-195,-190,-1.5,125,6,-110,6,-120
1124,21,V,Philadelphia,1,0,0,1,145,205,1.5,-125,6.5,100,6,-125
1124,22,H,Florida,0,0,1,2,-170,-230,-1.5,105,6.5,-120,6,105
1124,23,V,Winnipeg,0,0,0,0,-120,-130,-1.5,195,5.5,-115,5.5,-115
1124,24,H,Columbus,1,0,2,3,100,120,1.5,-220,5.5,-105,5.5,-105
1124,25,V,Boston,4,0,1,5,-210,-250,-1.5,100,5.5,-110,5.5,-120
1124,26,H,Buffalo,1,0,0,1,175,220,1.5,-120,5.5,-110,5.5,100
1124,27,V,Vancouver,0,0,1,1,150,185,1.5,-140,5.5,-120,5.5,-120
1124,28,H,Pittsburgh,0,3,1,4,-180,-205,-1.5,120,5.5,100,5.5,100
1124,29,V,Minnesota,2,0,0,3,-135,-115,-1.5,200,5.5,-120,6,-115
1124,30,H,NewJersey,0,0,2,2,115,105,1.5,-230,5.5,100,6,-105
1124,31,V,St.Louis,1,0,1,2,-145,-125,-1.5,195,5.5,-110,6,-105
1124,32,H,Detroit,1,1,2,4,125,115,1.5,-220,5.5,-110,6,-115
1124,33,V,NYRangers,0,2,2,4,100,-125,-1.5,190,5.5,-110,5.5,100
1124,34,H,NYIslanders,0,0,1,1,-120,115,1.5,-215,5.5,-110,5.5,-120
1124,35,V,Vegas,1,2,2,5,-105,105,1.5,-220,5.5,-115,5.5,-105
1124,36,H,Nashville,0,0,2,2,-115,-115,-1.5,195,5.5,-105,5.5,-115
1124,37,V,Anaheim,1,0,1,2,195,200,1.5,-120,5.5,-120,5.5,-120
1124,38,H,Colorado,1,2,2,5,-245,-220,-1.5,100,5.5,100,5.5,100
1124,39,V,Edmonton,1,1,3,5,-220,-205,-1.5,130,6,-110,6,-110
1124,40,H,Arizona,1,0,2,3,180,185,1.5,-150,6,-110,6,-110
1124,41,V,Toronto,1,4,1,6,-150,-165,-1.5,155,5.5,-110,5.5,105
1124,42,H,LosAngeles,0,1,1,2,130,150,1.5,-175,5.5,-110,5.5,-125
1124,43,V,Carolina,1,0,0,1,-165,-140,-1.5,180,6,-105,5.5,-110
1124,44,H,SeattleKraken,0,1,1,2,140,130,1.5,-205,6,-115,5.5,-110
1124,45,V,Ottawa,1,2,0,3,145,155,1.5,-155,6,100,5.5,-125
1124,46,H,SanJose,1,2,3,6,-170,-170,-1.5,135,6,-120,5.5,105
1126,47,V,St.Louis,2,0,0,2,-115,-148,-1.5,170,5.5,-110,5.5,-135
1126,48,H,Chicago,0,1,1,3,-105,134,1.5,-190,5.5,-110,5.5,115
1126,49,V,Winnipeg,0,0,1,1,115,116,1.5,-205,6,-105,6,100
1126,50,H,Minnesota,2,3,2,7,-135,-126,-1.5,180,6,-115,6,-120
1126,51,V,NYRangers,1,1,3,5,125,145,1.5,-175,6,-120,5.5,-110
1126,52,H,Boston,1,1,0,2,-145,-160,-1.5,155,6,100,5.5,-110
1126,53,V,Carolina,1,4,1,6,-135,-134,-1.5,175,6,-110,6,100
1126,54,H,Philadelphia,2,1,0,3,115,124,1.5,-200,6,-110,6,-120
1126,55,V,Ottawa,0,0,0,0,150,153,1.5,-160,5.5,-115,5.5,-115
1126,56,H,Anaheim,1,2,1,4,-180,-168,-1.5,140,5.5,-105,5.5,-105
1126,57,V,Florida,1,1,1,3,105,100,1.5,-220,6,-110,6,-105
1126,58,H,Washington,0,3,1,4,-125,-110,-1.5,195,6,-110,6,-115
1126,59,V,NewJersey,0,0,2,2,145,122,1.5,-190,6,100,5.5,-125
1126,60,H,Nashville,1,1,2,4,-170,-132,-1.5,170,6,-120,5.5,105
1126,61,V,SeattleKraken,0,0,0,0,170,162,1.5,-155,6,-120,5.5,125
1126,62,H,TampaBay,1,1,1,3,-200,-182,-1.5,135,6,100,5.5,-145
1126,63,V,Vancouver,1,1,0,2,105,126,1.5,-200,5.5,-120,5.5,-125
